article	aid	url	title	text
516356089	129389	https://www.ksta.de/region/rhein-sieg-bonn/eitorf---windeck/rekord-bei-rosenmontagszug-in-eitorf-1560-jecken-begeisterten-mit-tollen-kostuemen-32164232	1560 Jecken begeis­terten mit tollen Kostümen	Kälte, Regen, Sturm, Donner und Blitz. Wenn die Jecken an der Oberen Sieg auf die Straße wollen, kann sie davon nichts abhalten. In Eitorf hatte die Zuglei­tung um Jürgen Siebig­te­roth am Dienstag die weise Entschei­dung getroffen, 19 Minuten später zu s
517139650	129390	https://www.ksta.de/politik/fall-rebecca--schwager-kommt-vor-haftrichter-32166324	Fall Rebecca: Schwager kommt vor Haftrichter	Im Fall der vermissten Rebecca aus Berlin kommt der erneut fest­ge­nom­mene Schwager der 15-Jäh­rigen am Dienstag vor einen Haftrichter. Dem 27-Jäh­rigen soll am Vormittag der Haft­be­fehl verkündet werden, wie die Polizei mitteilte.Er war am Montag­abend
517139877	129391	https://www.ksta.de/politik/rnd/-osten-abgehaengt--erhebliche-lohnunterschiede-zwischen-west-und-ost-32166330	Erheb­liche Lohn­un­ter­schiede zwischen West und Ost	Zwischen Ost- und West­deutsch­land gibt es nach wie vor erheb­liche Lohn­un­ter­schiede. So lag der mitt­lere Monats­lohn von Voll­zeit­be­schäf­tigten in den neuen Bundes­län­dern Ende 2017 bei 2600 Euro brutto.In den alten Ländern waren es 3339 Euro, u
517140965	129392	https://www.ksta.de/sport/fussball/sieggarant--hsv-kapitaen-hunt-so-wichtig-wie-nie-32166362	Sieg­ga­rant: HSV-Ka­pitän Hunt so wichtig wie nie	Es scheint, als gäbe es beim Hamburger SV ein unge­schrie­benes Gesetz. Trifft Aaron Hunt, kann der nord­deut­sche Fußball-Zweit­li­gist nicht verlieren. Am Montag­abend war der Kapitän des HSV wieder zur Stelle.Als sich die enttäuschten 36.560 Zuschauer 
517141088	129393	https://www.ksta.de/koeln/nippes/internistischer-notfall-person-stirbt-an-kvb-haltestelle-amsterdamer-strasse-32166372	64-Jäh­riger stirbt an KVB-Hal­te­stelle Amster­damer Straße	Am Diens­tag­morgen um 6.18 Uhr ist ein 64 Jahre alter Kölner an der KVB-Hal­te­stelle Amster­damer Straße/Gürtel gestorben. Nach Angaben einer Poli­zei­spre­cherin handelte es sich offenbar um einen inter­nis­ti­schen Notfall. Es gab keine Hinweise auf F
517141756	129394	https://www.ksta.de/politik/us-demokraten-verlangen-dokumente-aus-trumps-umfeld-32166370	US-De­mo­kraten verlangen Doku­mente aus Trumps Umfeld	Die Demo­kraten im US-Re­prä­sen­tan­ten­haus haben eine weit­rei­chende Unter­su­chung zu US-Prä­si­dent Donald Trump und seinem Umfeld begonnen.Der Justi­zaus­schuss der Kammer forderte am Montag etliche Doku­mente vom Weißen Haus, zahl­rei­chen Persone
517142113	129395	https://www.ksta.de/politik/die-fichten-muessen-weg-unser-wald-ist-ein-opfer-des-klimawandels-32165932	Warum die Fichten schlecht für den Deut­schen Wald sind	Es klingt wie eine Lesung aus den Bibli­schen Plagen der Apoka­lypse, als NRW-Um­welt­mi­nis­terin Ursula Heinen-Esser den Landes­wald­be­richt 2019 vorstellt und die Ereig­nisse des Vorjahres zusam­men­fasst: „Sturm­schäden im Früh­jahr, Dürre­schäden im
516514079	129396	https://www.ksta.de/politik/nach-schlappe-gegen-trump-hillary-clinton-will-2020-nicht-bei-us-wahl-antreten-32166312	Hillary Clinton will 2020 nicht bei US-Wahl antreten	Hillary Clinton wird 2020 nicht in den Wahl­kampf ums US-Prä­si­den­tenamt ziehen. „Ich trete nicht an, aber ich werde weiterhin arbeiten, spre­chen und mich einsetzen für das, woran ich glaube“, sagte die Demo­kratin dem CNN-Part­ner­sender „News 12 West
517144216	129397	https://www.ksta.de/koeln/im-herbst-ziehen-fluechtlinge-ein-32166816	Im Herbst ziehen Flücht­linge ein	Das Gebäude ist fast fertig, in wenigen Monaten sollen dort die ersten Bewohner einziehen. Voraus­sicht­lich im Herbst wird das Flücht­lings­heim auf dem Grund­stück Neusser Land­straße/ Blumen­bergsweg eröffnet werden. Das zwei­ge­schos­sige Haus mit 64 
517144218	129398	https://www.ksta.de/koeln/beschaedigte-linden-werden-zurueckgeschnitten-32166838	Beschä­digte Linden werden zurück­ge­schnitten	Der Vorstand des Bürger­ver­eins Dell­brück und SPD-Rats­mit­glied Horst Noack sind erleich­tert. Drei beschä­digte Linden der Allee entlang der Dell­brücker Haupt­straße müssen nicht gefällt, sondern ledig­lich zurück­ge­schnitten werden. Das wurde bei e
517144234	129399	https://www.ksta.de/koeln/suesse-kruemelmonster-32166806	Süße Krümel­monster	Mauen­heim In der Gunther­straße wurde der Zoch mit Jubel begrüßt. Zwischen den Häusern hing eine Leine mit Luft­bal­lons, auf dem Asphalt waren mit Kreide Herzen aufge­malt. Scharen von Kindern standen am Stra­ßen­rand und verlangten nach Kamelle. Unter 
517144264	129400	https://www.ksta.de/koeln/golden-girls-und-frohe-fussballer-32166822	Golden Girls und frohe Fußballer	Mesche­nich Der neue Weg für die 229 Teil­nehmer, die sich in diesem Jahr dem Zug durch den südlichsten links­rhei­ni­schen Stadt­teil ange­schlossen haben, beginnt hinter der Kirche an der Brühler Land­straße, verlässt die Haupt­straße schnell Rich­tung 
517144708	129401	https://www.ksta.de/koeln/watteschafe-32166678	Watte­schafe	Buch­forst Auf einmal zwei­stellig: Die Buch­forster Knall­köpp haben beim 47. Veedelszug ihr Zehn­jäh­riges gefeiert. „So kann das gerne noch zehn Jahre weiter­gehen“, sagt Zuglei­terin und Präsi­dentin, Konni Kunst-Thuiner. Mit 50 Erwach­senen und 15 Ki
517144814	129402	https://www.ksta.de/koeln/doch-noch-ein-dreigestirn-32166668	Betagte Blumen­kinder und junges Gemüse – ganz jeck	Niehl Lange vor dem Niehler Zoch schun­kelten sich die Jecken rund ums „Bun­ne­plätzche“ und auf der Terrasse des kürz­lich wieder­er­öff­neten „Schom­dorf's“ ein. Und endlich war es so weit: Der Neehler Zoch kütt. Sein langer Weg, der wie immer beim Rewe
517144852	129403	https://www.ksta.de/koeln/nikuten-auf-plueschpferden-32166692	Nikuten auf Plüsch­p­ferden	Merheim Als quick­le­ben­diges Scrab­ble-Spiel hüpften die Grund­schüler der Fußfall­straße durch ihren Vorort und behaup­teten: „Ding, Ming, Sing – su schwaade mir“. Da gab es zu den „Kamelle“ und „Strüßjer“-Rufen viel Beifall vom Stra­ßen­rand. 22 Grupp
517144927	129404	https://www.ksta.de/koeln/karneval-international-32166714	Karneval inter­na­tional	Schein­werfer erhellen den Raum. Ein Clown läuft durch die Menge, treibt seine Späße, die Kinder im Publikum lachen. Luft­schlangen fliegen umher, eine Nebel­ma­schine wird zischend getestet, die Kinder krei­schen. Im Hinter­grund der Bühne erklingt eine 
517149635	129406	https://www.ksta.de/region/rhein-berg-oberberg/bergisch-gladbach/bergisch-gladbach-restarbeiten-fuers-pflaster-der-hauptstrasse-haben-begonnen-32165840	Rest­ar­beiten fürs Pflaster der Haupt­straße haben begonnen	Trotz Rosen­montag rückten gestern in der Stadt­mitte die Bauar­beiter an. Bauma­schinen und Bagger stellten die Mitar­beiter der Gummers­ba­cher Bauun­ter­neh­mung in Höhe der Stadt­bü­cherei an der Haupt­straße ab. Poller an der Durch­fahrt zum Park­pla
517149829	129407	https://www.ksta.de/region/leverkusen/stadt-leverkusen/kg-rote-funken-leverkusen-voller-einsatz-im-hintergrund---die-literatin-32157430	Voller Einsatz im Hinter­grund – die Lite­ratin	Man sollte meinen, ein Literat fristet während der Sitzung ein trau­riges, zumin­dest wenig unter­halt­sames Leben. Er steht jenseits des Gesche­hens, nicht mitten­drin. Er muss ernst bleiben, während im Saal gelacht und gefeiert wird.Und er muss ein wach
517154005	129408	https://www.ksta.de/kultur/tennis-film--king-richard--will-smith-soll-vater-von-williams-schwestern-spielen-32167376	Will Smith soll Vater von Williams-Schwes­tern spielen	Holly­woo­d-Star Will Smith (50) soll im Film „King Richard“ den Vater der US-Ten­nis­stars Venus und Serena Williams spielen. Das berich­teten die Bran­chen­blätter „Dead­line“ und „Variety“ am Montag (Orts­zeit).Smith steht derzeit für den dritten Teil 
517154506	129410	https://www.ksta.de/panorama/kollegen-trauern-um-luke-perry-32167660	Kollegen trauern um Luke Perry	Nach dem Tod von Luke Perry trauern Freunde, Kollegen und Fans um den „Beverly Hills, 90210”-Star. „Ich bin geschockt. Untröst­lich. Ich habe so viele Erin­ne­rungen mit Luke, die mich zum Lachen bringen und die immer in mein Herz einge­brannt sind”, sagt
517154703	129411	https://www.ksta.de/kieler-sozialminister-will-kostenbremse-fuer-pflegebeduerftige-32151082	Kieler Sozial­mi­nister will Kosten­bremse für Pfle­ge­be­dürf­tige	Pfle­ge­heim-Be­wohner sollten aus Sicht von Schles­wig-Hol­steins Sozial­mi­nister Heiner Garg (FDP) finan­ziell entlastet werden. „Wir dürfen unsere Pfle­ge­be­dürf­tigen nicht weiter aufs Sozi­alamt schi­cken”, sagte Garg dem Redak­ti­ons­netz­werk Deu
517155012	129412	https://www.ksta.de/region/euskirchen-eifel/rosenmontag-kg-nubbel-raeumt-in-klein--und-grossbuellesheim-sowie-in-wueschheim-auf-32167734	KG Nubbel räumt in Klein- und Groß­bül­les­heim sowie in Wüsch­heim auf	Es gibt Jecken, die gehen den Zugweg am liebsten zweimal. Die Karne­va­listen der KG Nubbel haben sich ange­wöhnt, nach dem Karne­valszug auch einen ganz beson­deren Rosen­mon­tagszug zu veran­stalten. Nix mit Jubel, nix mit Musik, aber trotzdem mit Kamel
517156128	129414	https://www.ksta.de/politik/im-alter-von-82-jahren-ex-aussenminister-klaus-kinkel-ist-tot-32167844	Ex-Au­ßen­mi­nister Klaus Kinkel ist gestorben	Der ehema­lige Bundesau­ßen­mi­nister Klaus Kinkel ist tot. Der frühere FDP-Vor­sit­zende starb am Montag im Alter von 82 Jahren, wie der heutige Partei­chef Chris­tian Lindner unter Beru­fung auf die Familie am Dienstag der Deut­schen Pres­se-A­gentur mi
517156550	129415	https://www.ksta.de/panorama/peter-kraus--frueher-gab-es-noch-geheimnisse-32167850	Peter Kraus: Früher gab es noch Geheim­nisse	Peter Kraus (79) hat nach eigenen Worten zu Beginn seiner Karriere wilde Zeiten erlebt.„Es heißt ja heute oft, die 50er seien prüde gewesen”, sagte der deut­sche Rock'n'Roll-, Schla­ger- und Film­star der 1950er Jahre den Zeitungen der Funke Medien­gruppe
517157162	129416	https://www.ksta.de/region/rhein-erft/karnevalszug-2019-in-pingsdorf-und-heide-kamelle-in-praktische-tuetchen-verpackt-32167880	Kamelle in prak­ti­sche Tütchen verpackt	Für Heinz Jung von der KG Blau Weiß war dieser Rosen­mon­tagszug durch Pings­dorf ein beson­derer, denn Jung – jahre­lang im Vorstand aktiv – wird sein Amt in jüngere Hände geben. Den Pings­dorfer Zug 2020 wird er dann als „nor­males“ KG-Mit­glied miter­l
517158724	129417	https://www.ksta.de/panorama/palast-der-republik-oeffnet-symbolisch-wieder-32168004	Palast der Repu­blik öffnet symbo­lisch wieder	Rund zehn Jahre nach dem Abriss des Palasts der Repu­blik wollen Künstler in Berlin das DDR-Ge­bäude wieder aufer­stehen lassen - zumin­dest symbo­lisch.Das Haus der Berliner Fest­spiele im Westen der Haupt­stadt soll sich am Woche­n­ende (8. bis 10. März
517158953	129418	https://www.ksta.de/region/euskirchen-eifel/mechernich/so-viele-teilnehmer-wie-nie-zuvor-wetterfeste-kommerner-rocken-den-karnevalszug-2019-32168302	Wetter­feste Kommerner rocken den Karne­valszug 2019	Randale und Hurra in Kommere: Was so ein echter Faste­lovends­jeck ist, der lässt sich auf seiner Mission für den karne­va­lis­ti­schen Froh­sinn durch nichts stoppen. Nicht einmal eine Unwet­ter­war­nung der Stufe Rot brach den Willen der Kommerner. Und 
517159391	129420	https://www.ksta.de/wirtschaft/spielwarenlaeden-in-der-krise---wir-sind-die-dinosaurier--32168322	Spiel­wa­ren­läden in der Krise: „Wir sind die Dino­sau­rier”	Noch vor wenigen Jahren gehörten sie so selbst­ver­ständ­lich in die Innen­städte wie Mode­händler oder Schuh­ge­schäfte: Spiel­wa­ren­läden voller Puppen, Modell­ei­sen­bahnen und Gesell­schaftss­piele.Doch das ist vorbei. Bedrängt von Onli­ne-Händ­lern 
517160162	129421	https://www.ksta.de/region/oberberg-ks/kroetenwanderung-in-oberberg-nabu-oberberg-sucht-helfer-fuer-froesche-und-kroeten-32162092	Nabu Ober­berg sucht Helfer für Frösche und Kröten	Der Nabu Ober­berg sucht Helfer, die wandernden Fröschen und Kröten über die Straße helfen. In Engels­kir­chen, Mari­en­heide und Gummers­bach werden drin­gend weitere Menschen gesucht, die bereit sind, in den frühen Morgen­stunden und abends Eimer zu kon
517161206	129422	https://www.ksta.de/panorama/anna-loos-vermisst-nichts-aus-der-ddr-32167746	Anna Loos vermisst nichts aus der DDR	30 Jahre nach dem Mauer­fall gibt es bei der Schau­spie­lerin und Musi­kerin Anna Loos keine Spur von „Ost­algie”. „Alles, was ich in der DDR toll fand, das war meine Familie - und die gibt es ja noch. Und alles, was ich doof fand, gibt es nicht mehr”, sa
517161876	129424	https://www.ksta.de/ratgeber/reise/italien-wer-hier-in-flipflops-wandert--muss-bis-zu-2500-euro-strafe-zahlen-32168318	Wer hier in Flip­flops wandert, muss bis zu 2500 Euro Strafe zahlen	Auf den Wander­wegen der italie­ni­schen Touris­ten­re­gion Cinque Terre soll künftig Bade­lat­schen-Verbot herr­schen. Jeder, der nicht mit rich­tigem Schuh­werk antrete, müsse mit Strafen zwischen 50 und 2500 Euro rechnen, teilte der Natio­nal­park in d
517161958	129425	https://www.ksta.de/kultur/dido-arbeitet-seit-der-geburt-ihres-sohnes-produktiver-32168518	Dido arbeitet seit der Geburt ihres Sohnes produk­tiver	Die briti­sche Sängerin Dido (47, „Thank You”, „White Flag”) arbeitet seit der Geburt ihres Sohnes Stanley konzen­trierter.„Du wirst einfach viel produk­tiver und nutzt die Zeit, die du hast, besser aus. Wenn du 30 Minuten Zeit hast, setzt du dich halt an
517162156	129426	https://www.ksta.de/region/leverkusen/stadt-leverkusen/vorfahrt-fuer-retter-einsatzwagen-an-ampeln-in-leverkusen-bevorzugen-32158518	Einsatz­wagen an Ampeln in Lever­kusen bevor­zugen	Wenn Rettungs­dienst und Feuer­wehr ausrücken, geht es oft um Sekunden. Daher sollten ihre Fahr­zeuge immer Vorfahrt und freie Bahn haben. Was trotz Blau­licht und Martins­horn nicht immer leicht zu bekommen ist. Die SPD-Rats­frak­tion hat daher jetzt bea
517162391	129427	https://www.ksta.de/freizeit/mit-nummer-1-album-auf-tour-wir-verlosen-3x2-tickets-fuer-herbert-groenemeyer-32168292	Wir verlosen 3x2 Tickets für Herbert Gröne­meyer	Die Anmel­dung zur Verlo­sung finden Sie am Ende des Arti­kels.Herbert Gröne­meyer zählt zu den erfolg­reichsten Künst­lern Deutsch­lands. Songs wie „Bochum“, „Männer“ oder „Mensch“ wurden millio­nen­fach verkauft. In seinem neuen Album „Tumult“ schlägt G
517163096	129428	https://www.ksta.de/region/rhein-berg-oberberg/kuerten/karneval-2019-in-duerscheid-der-zug-mit-den-vielen-jubilaeen-32168634	Der Zug mit den vielen Jubi­läen	Das ist der Dürscheider Rosen­mon­tagszug der Jubi­läen gewesen: 44 Jahre Karne­vals­ge­sell­schaft Dürscheider Mell­säck, 66 Jahre Kapel­len­ge­mein­schaft Spitze, 150 Jahre St. Sebas­tianus Schützen zu Dürscheid. Noch ein Rekord: So viel Regen wie in de
517164349	129429	https://www.ksta.de/sport/fussball/berti-vogts--kaum-kandidaten-fuer-umbruch-in-nationalelf-32168690	Berti Vogts: Kaum Kandi­daten für Umbruch in Natio­nalelf	Der frühere Fußball-Bun­des­trainer Berti Vogts sieht Coach Joachim Löw beim ange­strebten perso­nellen Neuaufbau der Natio­nal­mann­schaft in Not.„Die bittere Wahr­heit ist: Für einen großen Umbruch gibt es im Moment wenige geeig­nete Kandi­daten”, schri
517164997	129430	https://www.ksta.de/sport/fussball/viele-baustellen-fuer-schalkes-neuen-sportchef-schneider-32168528	Viele Baustellen für Schalkes neuen Sport­chef Schneider	Bei der Krisen­sit­zung des Aufsichts­rates am Montag war er schon dabei, am heutigen Dienstag (13.30 Uhr) wird Jochen Schneider als neuer Sport­vor­stand des FC Schalke 04 vorge­stellt.Die To-Do-Liste des 48-Jäh­rigen, der beim auf Platz 14 abge­stürzten
517165018	129431	https://www.ksta.de/koeln/expedition-in-peru-zwei-koelner-entdecken-vergessenes-dorf-im-urwald-32168934	Zwei Kölner entde­cken verges­senes Dorf im Urwald	Dieser Text wurde das erste Mal im Januar 2019 im Kölner Stadt­-An­zeiger veröf­fent­licht:Fast schon hatte die außer­ge­wöhn­liche Expe­di­tion von Tom Schinker und Martin Druschel vor dem Aus gestanden. Nach andert­halb Wochen Aben­teu­er­reise durch de
517167799	129432	https://www.ksta.de/region/rhein-berg-oberberg/polizeibilanz-wenig-arbeit-fuer-die-polizei-am-karnevalswochenende-in-rhein-berg-32168954	Wenig Arbeit für die Polizei am Karne­vals­wo­chen­ende in Rhein-Berg	Als „ins­ge­samt unauf­fällig“ bezeich­nete Rhein-Bergs Poli­zei­spre­cher Richard Barz gestern das zurück­lie­gende Karne­vals­wo­chen­ende in einer ersten Bilanz. Auch der Sonntag nach dem Karne­valszug in der Glad­ba­cher Stadt­mitte sei eher ruhig geb
517168259	129433	https://www.ksta.de/wirtschaft/hauskauf-im-koelner-raum-so-koennen-pendler-tausende-euros-sparen-32161522	So können Pendler Tausende Euro sparen	Wer pendelt, spart Geld. Zumin­dest, wenn man den Blick auf die Kosten fürs Wohnen richtet. Denn regional gibt es immense Unter­schiede bei den Immo­bi­li­en­preisen.Während die großen Metro­polen im Westen, allen voran Köln und Düssel­dorf, seit Jahren u
516521937	129434	https://www.ksta.de/region/euskirchen-eifel/schleiden---gemuend/karneval-2019-in-gemuend-ein-eigener-wagen-fuers-mini-dreigestirn-32168432	Ein eigener Wagen fürs Mini-Drei­ge­stirn	Ein grauer Stein bewegte sich gen Himmel und ein blauer Troll schaute hervor, die grün-­braunen Äste des Baumes bewegten sich auf doch eher unna­tür­liche Weise. Das konnte nicht mit rechten Dingen zugehen. Natür­lich nicht, sonst wäre es ja kein Zauber­w
517164334	129435	https://www.ksta.de/region/euskirchen-eifel/nettersheim/karneval-2019-jecke-ballons-im-zingsheimer-zoch-unterwegs-32168498	Jecke Ballons im Zings­heimer Zoch unter­wegs	Das Wetter konnte auch dem Zings­heimer Zoch nichts anhaben. Die Karne­va­listen ließen sich nicht vom Feiern abbringen. Kamelle und Strüßje wurden geworfen wie gesam­melt. Die Jecken kamen in auf ihre Kosten - es gab aufwen­dige und bunte Kostüme zu bewu
517171166	129436	https://www.ksta.de/region/rhein-sieg-bonn/karneval-2019-muecher-jungbullen-kamen-mit-pippi-langstrumpfs-hoppetosse-32169102	Mücher Jung­bullen kamen mit Pippi Lang­strumpfs Hoppe­tosse	Mit zwei Drei­ge­stirnen setzte sich der Mucher Rosen­mon­tagszug in Bewe­gung. Während das Trifo­lium vom Eichhof den Umzug eröff­nete und dabei mit echten Wage­nen­geln aufwarten konnte, nahmen Prinz Siggi, Bauer Siggi und Jung­frau Eri auf ihrem Fest­w
517171192	129437	https://www.ksta.de/ratgeber/auto/tretroller-mit-e-antrieb-erobern-europa-32169084	Tretroller mit E-An­trieb erobern Europa	Während die ältere Frau etwas ängst­lich am Stra­ßen­rand anhält, schauen andere Radfahrer dem jungen Mann mit dem grünen Tretroller recht neidisch hinterher. Auf den breiten Radwegen Kopen­ha­gens nimmt er zweimal Schwung, dann über­holt die meisten, die
517171908	129438	https://www.ksta.de/grizzlys-umbruch-nach-saisonende--viele-spieler-muessen-gehen-32158496	Grizz­lys-Um­bruch nach Saison­ende: Viele Spieler müssen gehen	Bei den Grizzlys Wolfs­burg aus der Deut­schen Eishockey Liga steht nach dem schnellsten Saison­ende seit elf Jahren ein großer Umbruch bevor. Als neuer Coach ist laut Medi­en­an­gaben Ex-Bun­des­trainer Pat Cortina im Gespräch.Noch-Trainer Hans Koss­mann
517173755	129439	https://www.ksta.de/region/rhein-sieg-bonn/karneval-2019-in-rhein-sieg-narren-lieben-exotische-und-heimische-tiere-32169264	Narren lieben exoti­sche und heimi­sche Tiere	Auch dieses Jahr gab es in der Region einige schöne Rosen­mon­tags­züge.Mein­dor­fAlle wollten mit auf die närri­sche Arche: Tiger, Zebras, Hasen – und auch so mancher Fisch. Was sicher­lich unge­wöhn­lich ist auf der Flucht vor der Sint­flut. Hätte er ni
517173894	129440	https://www.ksta.de/freizeit/geniessen/restaurantkritiken/imbiss-in-der-altstadt-im--kung-fu-noodles--gibt-es-nudelsuppe-wie-in-peking-32106834	Im „Kung Fu Noodles“ gibt es Nudel­suppe wie in Peking	Mein Job ist nicht der Schlech­teste. Ich werde fürs Essen­gehen bezahlt. Das ist zumin­dest die übliche Einschät­zung. Nach­voll­ziehbar. Wie oft ich in belang­losen Cafés sitze, mieses Essen probiere, inkom­pe­tentes Personal ertrage und am Ende des Tag
517174086	129441	https://www.ksta.de/panorama/barbara-schoeneberger-hat-lampenfieber-beim-singen-32169398	Barbara Schö­ne­berger hat Lampen­fieber beim Singen	Die Enter­tai­nerin Barbara Schö­ne­berger (45) ist jedes Mal nervös, wenn sie vor Publikum singt.„Immer wenn du auf Tour gehst, denkst du: Ich will nicht und wünschte, ich könnte jetzt hier sitzen bleiben”, sagte die Mode­ra­torin, Schau­spie­lerin und S
517177379	129442	https://www.ksta.de/sport/fussball/klinsmann-ueber-eintracht-gegner-inter---einiges-im-argen--32169758	Klins­mann über Eintracht-Gegner Inter: „Einiges im Argen”	Der frühere Bundes­trainer Jürgen Klins­mann traut Eintracht Frank­furt im Euro­pa-Lea­gue-Ach­tel­fi­nale gegen seinen Ex-Club Inter Mailand einiges zu und hält auch den Zeit­punkt des Duells für günstig.Inter sei zwar nach wie vor eine Top-Mann­schaft, 
517178212	129443	https://www.ksta.de/ratgeber/gesundheit/weniger-wegwerfen-so-halten-sich-obst-und-gemuese-besonders-lange-frisch-32168932	So halten sich Obst und Gemüse beson­ders lange frisch	Früher wurde das Wissen um die Eigen­schaften von Lebens­mit­teln und ihre Lage­rung von Gene­ra­tion zu Gene­ra­tion weiter­ge­geben. Doch in Zeiten, in denen der Außer-Haus-Ver­zehr zunimmt, sich fast jeder durch den Tag snackt und in vielen Fami­lien o
517178318	129444	https://www.ksta.de/region/oberberg-ks/tolle-fotos-vom-all-dieser-waldbroeler-schulleiter-guckt-in-die-sterne-32161934	Dieser Wald­bröler Schul­leiter guckt in die Sterne	Wenn es Nacht wird über der Oberen Sieg, dann wächst bei Frank Bohl­scheid die Sehn­sucht nach den Sternen. Sofern es der Termin­ka­lender zulässt, zieht der Schul­leiter des Wald­bröler Hollen­ber­g-Gym­na­siums sich zurück in sein Garten­häus­chen in Ei
517178799	129445	https://www.ksta.de/sport/mix/fourcade-waere-von-doping-enthuellungen--nicht-ueberrascht--32169764	Four­cade wäre von Doping-Ent­hül­lungen „nicht über­rascht”	Der fünf­ma­lige Olym­pia­sieger Martin Four­cade rechnet nach dem Dopings­kandal rund um die die Nordi­sche Ski-WM in Seefeld auch mit weiteren Enthül­lungen im Biathlon.„Ich wäre nicht über­rascht, wenn hier in Öster­sund wieder Doper entdeckt werden. W
517180504	129447	https://www.ksta.de/region/rhein-sieg-bonn/polizeibilanz-zu-rosenmontag-jecken-in-rhein-sieg-und-bonn-feiern-friedlich-32169550	Fried­liche Feiern – Karne­va­list stürzt von Trans­porter	Die Jecken im Rhein-Sieg-Kreis haben den Rosen­montag über­wie­gend fried­lich gefeiert. Wie die Polizei mitteilte kam es bei den Umzügen in Eitorf, Hennef, Sieg­burg, Sankt Augustin und Trois­dorf kaum zu Einsätzen der Beamten. In Sieg­burg war ein 24-Jä
517180665	129448	https://www.ksta.de/ratgeber/auto/lamborghini-macht-den-hurac%C3%A1n-evo-zum-spyder-32169790	Lamborg­hini macht den Huracán Evo zum Spyder	(7. bis 17. März). Der Motor mit zehn Zylin­dern leistet 470 kW/640 PS und sorgt für ein bis zu 325 km/h schnelles Frischluft­ver­gnügen. In knapp über 9 Sekunden sprintet der Spyder aus dem Stand auf 200 km/h, so die Werks­an­gaben. Die Tempo-100-Marke p
517181251	129449	https://www.ksta.de/region/rhein-sieg-bonn/karneval-2019-in-rhein-sieg-die-grossen-aufmaersche-der-karnevalsverrueckten-32169652	Die großen Aufmär­sche der Karne­vals­ver­rückten	Der Rosen­montag war dieses Jahr in Eschmar, Oberlar und Fried­rich-Wil­helms-Hütte ein voller Erfolg.Eschmar10.14 Uhr ist die magi­sche Zeit am Rosen­montag in Eschmar. Dann kann der Bus der Linie 501 die Halte­stelle an der Berg­heimer Straße ansteuern 
517181273	129450	https://www.ksta.de/politik/bundesanwaltschaft-bestaetigt-amri-komplize-wegen-anschlagsplaenen-angeklagt-32169950	Amri-Kom­plize wegen Anschlagsplänen ange­klagt	Wegen mutmaß­li­cher Pläne für einen Spreng­stoff­an­schlag in Deutsch­land hat die Bundes­an­walt­schaft Anklage gegen einen in Berlin lebenden Isla­misten erhoben.Dem seit August in Unter­su­chungs­haft sitzenden Mago­me­d-Ali C. soll es darum gegangen 
517182123	129451	https://www.ksta.de/politik/us-forscher-sorgt-sich-vor-zombie-krankheit-cwd-32139960	US-For­scher sorgt sich vor Zombie-Krank­heit CWD	Die US-Be­hörden sorgen sich vor einer anste­ckenden Hirn­krank­heit bei Elchen und anderem Wild.Die soge­nannte Chronic Wasting Disease (CWD), oft „Zom­bie-Krank­heit” genannt, hat nach Angaben der Gesund­heits­be­hörde CDC mitt­ler­weile in 24 US-Staate
517183946	129452	https://www.ksta.de/sport/fussball/panne-beim-hsv--wolfs-zettel-und-sakais-geheimnisverrat-32170234	Panne beim HSV: Wolfs Zettel und Sakais Geheim­nis­verrat	Das Spiel war weit­ge­hend zum Heulen, aber einen Lacher produ­zierte der schwache Hamburger SV gegen Greuther Fürth (1:0) dann doch.Es war kurz vor der Halb­zeit­pause, als Trainer Hannes Wolf Mittel­felda­bräumer Gotoku Sakai einen Zettel mit Erklä­rung
517184588	129453	https://www.ksta.de/region/brutzeit-beginnt-bald-die-ersten-stoerche-sind-zurueck-in-nrw-32170390	Die ersten Störche sind zurück in NRW	Die Störche kommen zurück: Etwa die Hälfte der Tiere sei aus dem Winter­quar­tier wieder in Nord­rhein-West­falen gelandet, sagt Hans Glader von der Stif­tung Störche NRW. „Wenn jetzt nicht noch ein Kälte­ein­bruch kommt, dann kommen die anderen nach und 
517185422	129454	https://www.ksta.de/region/rhein-erft/karneval-2019-in-frechen-habbelrather-sind-voll-im-abba-fieber-32170396	Habbel­rather sind voll im Abba-Fieber	Klein, aber fein, so präsen­tierte sich auch in diesem Jahr der Habbel­rather Rosen­mon­tagszug. Hatten die Orga­ni­sa­toren in den frühen Mittags­stunden noch Sorge, der Zug könne ins Wasser fallen, so waren zum Start weder Sturm­böen zu spüren noch Rege
517186297	129457	https://www.ksta.de/politik/rnd/letzte-is-bastion-in-syrien-mehr-als-300-is-kaempfer-ergeben-sich-32170552	Mehr als 300 IS-Kämpfer ergeben sich	Im Kampf um die letzte IS-Bas­tion in Syrien haben sich mehr als 300 Kämpfer der Terror­miliz Akti­visten zufolge ihren Angrei­fern ergeben. Insge­samt verließen am Montag mehr als 1600 Menschen das letzte noch von der Terror­miliz Isla­mi­scher Staat (IS
