article	aid	url	imageUrl	iid	hashvalueImage	title	text	nReads	nRecs	nClicks	ctr
513641454	124531	https://www.ksta.de/kultur/drei-haselnuesse-fuer-aschenbroedel-kultfilm-regisseur-vaclav-vorlicek-ist-tot-31998782	https://www.ksta.de/image/31998784/2x1/300/150/bba8140dd91aebc2df8448af7b5aa930/hW/b-aschenbroedel-011217.jpg	125169	0f0f1c1c3c787c7c	Kult­fil­m-Re­gis­seur Vaclav Vorlicek ist tot	Der Regis­seur des TV-Weih­nachts­klas­si­kers „Drei Haselnüsse für Aschen­brödel“, Vaclav Vorlicek, ist tot. Der Tscheche sei am Dienstag im Alter von 88 Jahren in Prag nach einer Krebser­kran­kung gestorben, berich­tete die Agentur CTK am Mitt­woch unte	460	1139	2	0.001755926251097454
513643189	124533	https://www.ksta.de/wieder-mehr-als-60-millionen-euro-fuer-den-wohnungsbau-31993610	https://www.ksta.de/image/31993608/2x1/300/150/1314b5c224b199dbd0967fbe7b34261b/KW/urn-newsml-dpa-com-20090101-190205-99-862673-large-4-3.jpg	125171	fff7f7e7c1c10101	Wieder mehr als 60 Millionen Euro für den Wohnungsbau	Für die Sanie­rung von Innen­städten, Stadt­quar­tieren und Orts­kernen stehen in Schles­wig-Hol­stein im laufenden Jahr bis zu 62 Millionen Euro bereit. „Jeder von der öffent­li­chen Hand ausge­ge­bene Euro sorgt am Ende für eine Inves­ti­tion in sechs- 	11	1302	4	0.0030721966205837174
513643241	124534	https://www.ksta.de/sport/mix/31-treffer--draisaitl-sorgt-fuer-deutschen-nhl-rekord-31995900	https://www.ksta.de/image/31995898/2x1/300/150/cd0cf3b2cf3c07a8bfbb407540d41d46/ve/urn-newsml-dpa-com-20090101-190206-99-869189-large-4-3.jpg	125172	c7c7c7c7d7df9bdb	31 Treffer: Drai­saitl sorgt für deut­schen NHL-Re­kord	Deutsch­lands Eishockey-Star Leon Drai­saitl hat trotz der Nieder­la­gen-Serie seiner Edmonton Oilers in der nord­ame­ri­ka­ni­schen Profi­liga NHL für einen deut­schen Rekord gesorgt.Bei der 2:6-Nie­der­lage der Kana­dier gegen die Chicago Black­hawks tr	7	857	1	0.0011668611435239206
513643330	124535	https://www.ksta.de/koeln/koeln-muelheim-unbekannter-sticht-34-jaehriger-in-den-ruecken---zeugen-gesucht-31998852	https://www.ksta.de/image/31998980/2x1/300/150/bc5ea6c14a0086d588980418a6e64ef4/Qj/polizeiwagen1.jpg	125173	66fc78d4566864f6	Unbe­kannter sticht 34-Jäh­riger in den Rücken – Zeugen gesucht	Am Diens­tag­abend hat ein bisher unbe­kannter Mann einer 34-jäh­rigen Frau bei einem Raub­ver­such in Köln-Mül­heim mit einem Messer in den Rücken gesto­chen. Die Tat ereig­nete sich gegen 23.40 Uhr auf dem Park­platz der Tages- und Abend­schule Mülheim,	11020	22859	134	0.005862023710573516
513644343	124536	https://www.ksta.de/koeln/naechtlicher-knall-im-wohngebiet-maskierte-sprengen-geldautomat-in-koeln-nippes-31998858	https://www.ksta.de/image/31998902/2x1/300/150/27097ffe6fca9978edec700fc89a5eef/vP/geldautomatensprengung.jpg	125174	6.666666666666e90	Maskierte sprengen Geld­au­tomat in Köln-Nippes	Mitten in Köln-Nippes haben zwei maskierte Männer am frühen Mitt­woch­morgen einen Geld­au­to­maten gesprengt. Unmit­telbar nach der Tat in dem frei­ste­henden Pavillon der Spar­da-Bank an der Werk­statt­straße flüch­teten die Täter mit einem Roller. Wie 	1861	6346	32	0.005042546485975417
513645002	124537	https://www.ksta.de/panorama/haustier-will-lasagne-hund-schaltet-herd-ein-und-loest-polizeieinsatz-aus-31998994	https://www.ksta.de/image/31999064/2x1/300/150/f0052e0d8eb61e14eb680ce9b204980f/GL/dpa-hund-auf-decke.jpg	125175	ffffff4f36360400	Hund schaltet Herd ein und löst Poli­zei­ein­satz aus	Ein hung­riger Hund hat in der Nähe von Neustadt an der Wein­straße in Rhein­lan­d-Pfalz einen Herd ange­schaltet und damit einen Poli­zei­ein­satz ausge­löst. Das Haus­tier wollte sich offenbar in Abwe­sen­heit seines Herr­chens über eine Lasagne herma­c	1896	710	5	0.007042253521126761
513645029	124538	https://www.ksta.de/ratgeber/familie/bis-nichts-mehr-geht-wieso-es-auch-im-privatleben-zum-burnout-kommen-kann-31990948	https://www.ksta.de/image/31991338/2x1/300/150/7417b9b862eb8bdc50fb07aba6be0307/Sv/mutter-mit-kopf-in-den-haenden--kinder-streiten.jpg	125176	b79183c7cd4d4d6d	Wieso es auch im Privat­leben zum Burnout kommen kann	Über­for­de­rung, keine Perspek­tive auf Besse­rung und keine Wert­schät­zung aus dem Umfeld: Was im Berufs­leben einen Burnout verur­sacht, gibt es genauso oft auch im Privat­leben - und damit auch die Erschöp­fung, die zur Krank­heit wird. „Auch nicht e	4325	10263	51	0.004969307220111079
513646816	124539	https://www.ksta.de/wirtschaft/nach-insolvenz-des-energieversorgers-bev-wenig-hoffnung-auf-rueckzahlung-von-abschlaegen-31999014	https://www.ksta.de/image/31999044/2x1/300/150/49b8bf9a689a0358dc5f33dd9a878e71/gI/symbolbild-strompreis.jpg	125177	93071f9f1f0f061f	Wenig Hoff­nung auf Rück­zah­lung von Abschlägen	Ener­gie­ver­sorger verdienen an mir wenig bis nichts. Denn ich werde stets Kunde für ein Jahr, um die auf Vergleich­spor­talen in Aussicht gestellten Boni abzu­grasen und schließ­lich weiter­zu­ziehen, um das nächste Angebot zu nutzen. Das ist auf Dauer 	3102	2703	9	0.003329633740288568
513646979	124540	https://www.ksta.de/panorama/suizide-auf-bahngleisen-neuer-inhalt-31999072	https://www.ksta.de/image/31999102/2x1/300/150/b8f0f35caffebadeab8c66e03f7a95d1/PX/suizide-auf-bahngleisen.jpg	125178	fef8d01090f0f8f4	Lokführer fordert Schmer­zens­geld	„Not­arz­tein­satz am Gleis“ – viele Bahn­rei­sende kennen diese Worte. Meis­tens steht er für einen Suizid auf den Schienen. Und damit für einen heftigen Schick­sals­schlag – nicht nur für die Ange­hö­rigen des Toten, sondern auch für den Lokführer. Eine	3652	97570	626	0.0064159065286461
513648981	124542	https://www.ksta.de/politik/nahles-will-hartz-iv--ueberwinden--31996660	https://www.ksta.de/image/31996714/2x1/300/150/a8fe25e815f53a4a5ebb1ac7bb669060/lB/urn-newsml-dpa-com-20090101-190206-99-870397-large-4-3.jpg	125180	59599d9dcdc9c9cb	Nahles will Hartz IV „über­winden”	SPD-Chefin Andrea Nahles will die von Kanzler Gerhard Schröder einge­führte Hartz-IV-Re­form über­winden und Arbeits­losen mehr Geld zahlen. „Wir wollen Hartz IV hinter uns lassen und ein neues Bürger­geld schaffen”, sagte Nahles am Mitt­woch bei einem Be	10	666	0	0.0
513649206	124543	https://www.ksta.de/panorama/neuer--tatort--im-schwarzwald-spielt-zur-fastnacht-31999212	https://www.ksta.de/image/31999210/2x1/300/150/c22e2680aef5460295b01b83ea7255d5/se/urn-newsml-dpa-com-20090101-190206-99-878219-large-4-3.jpg	125181	7e7ef3f3f1910183	Neuer „Tatort” im Schwarz­wald spielt zur Fast­nacht	Der jüngste „Tatort” aus dem Schwarz­wald spielt in der aleman­ni­schen Fast­nacht. Die Schau­spieler und Fern­seh­kom­missare Eva Löbau (46) und Hans-Jo­chen Wagner (50) haben mit den Dreh­ar­beiten für die Folge mit dem Arbeits­titel „Masken” bereits be	9	2082	4	0.0019212295869356388
513649490	124544	https://www.ksta.de/wirtschaft/drohende-warnstreiks-an-flughaefen-hannover-und-duesseldorf-31999324	https://www.ksta.de/image/31999322/2x1/300/150/b00fc301d3cccc3e1a16192b777d6d3e/vU/urn-newsml-dpa-com-20090101-190206-99-878331-large-4-3.jpg	125182	fffcf87808000030	Drohende Warn­streiks an Flughäfen Hannover und Düssel­dorf	Passa­giere an den Flughäfen Hannover und Düssel­dorf müssen sich am Donnerstag auf Verspä­tungen und Flug­aus­fälle einstellen.Die Gewerk­schaft Verdi hat Mitar­beiter des Boden­ab­fer­ti­gers Avia­partner zu Warn­streiks an den beiden Airports aufge­ruf	28	1987	6	0.003019627579265224
513649510	124545	https://www.ksta.de/koeln/leichenfund-in-porz-modeladen-chefin-liegt-tot-im-geschaeft-31999274	https://www.ksta.de/image/31881298/2x1/300/150/2024832ab9348743ad123904eee04439/wh/1496aa001e7bc4c5.jpg	125183	ff0fe2c20363c7ef	Kunden finden Mode­la­den-Chefin tot im Geschäft	Kunden haben am Mitt­wochnach­mittag in Porz die Inha­berin eines Mode­la­dens an der Bahn­hof­straße tot in ihrem Geschäft gefunden. Die 64-Jäh­rige lag laut Polizei bewusstlos auf dem Boden. Rettungs­kräften gelang es nicht mehr, die Frau zu wieder­zu­b	14747	156578	975	0.0062269284318358905
513650562	124546	https://www.ksta.de/nrw/akupunkteurin-wegen-koerperverletzung-verurteilt-31999350	https://www.ksta.de/image/31999348/2x1/300/150/a10d15a577c60fce53491fc60b88dced/Vr/urn-newsml-dpa-com-20090101-190206-99-878354-large-4-3.jpg	125184	2c3c38fc7c0b8f04	Akupunk­teurin wegen Körper­ver­let­zung verur­teilt	Eine Akupunk­teurin ist in Velbert zu 8400 Euro Geld­strafe wegen Körper­ver­let­zung verur­teilt worden. Das Amts­ge­richt verur­teilte die 58-Jäh­rige aus China am Mitt­woch, nachdem es zu schweren Kompli­ka­tionen bei einer von ihr behan­delten Frau ge	111	11979	46	0.0038400534268302863
513650663	124547	https://www.ksta.de/5g-ausbau--noch-keine-entscheidung-ueber-umgang-mit-huawei-31999298	https://www.ksta.de/image/31999296/2x1/300/150/320224bbf841d75f790d01bd1a43999a/tH/urn-newsml-dpa-com-20090101-190206-99-878235-large-4-3.jpg	125185	ffd3c3c7c7c3c3c3	5G-Ausbau: Noch keine Entschei­dung über Umgang mit Huawei	Beim Ausbau des schnellen Mobil­fun­knetzes und mit Blick auf die Sicher­heit der Netze rückt der künf­tige Umgang mit dem chine­si­schen Netz­werkaus­rüster Huawei immer stärker in den Fokus.Zustän­dige Minister der schwarz-roten Koali­tion kamen dazu am	6	677	1	0.0014771048744460858
513652085	124548	https://www.ksta.de/region/rhein-erft/erftstadt/hotelbau-in-erftstadt-investor-plant-100-doppelzimmer-und-setzt-auf-digitales-konzept-31998948	https://www.ksta.de/image/31998944/2x1/300/150/b7e2963a219a0896619a3f27e385c792/Aj/71-143611073--null--06-02-2019-16-10-11-283-.jpg	125186	ffff0f0e04040000	Investor plant 100 Doppel­zimmer und setzt auf digi­tales Konzept	Ein neues Hotel mit einem inno­va­tiven Konzept könnte im Wirt­schaftspark von Erft­stadt entstehen. Der Neubau auf einem 4500 Quadrat­meter großen Areal an der Otto-Hahn-Allee am Eingang des Gewer­be­ge­biets würde 200 Betten bieten.Als Investor bietet s	5475	5447	23	0.00422250780246007
513652562	124549	https://www.ksta.de/koeln/neue-schuldezernentin-muenchnerin-will-nachfolge-von-agnes-klein-in-koeln-antreten-31996620	https://www.ksta.de/image/31996806/2x1/300/150/722099cf55793cf70f87910c892046f6/iV/brigitte-meier.jpg	125187	e7e7c3c7e7e7e3c1	Münch­nerin will Nach­folge von Agnes Klein in Köln antreten	In knapp zwei Monaten endet nach zwölf Jahren die Amts­zeit von Bildungs-, Jugend- und Sport­de­zer­nentin Agnes Klein (SPD). Die SPD-Frak­tion im Stadtrat, die gemäß einer Verein­ba­rung das Vorschlags­recht für den Posten innehat, hat eine Nach­fol­geri	1866	29936	151	0.005044094067343666
513652715	124550	https://www.ksta.de/politik/brexit-tusk-wuenscht-planlosen-brexiteers-platz-in-der-hoelle-31999430	https://www.ksta.de/image/31999578/2x1/300/150/112c40bf639b5f16102b4b4240286fca/IH/tusk-varadkar.jpg	125188	60f0ffff24248989	Tusk wünscht plan­losen Brexi­teers Platz in der Hölle	EU-Rats­chef Donald Tusk hat radi­kale Brexit-Be­für­worter in der briti­schen Politik scharf kriti­siert und Lösungs­vor­schläge aus London verlangt. „Ich denke manchmal darüber nach, wie der beson­dere Platz in der Hölle für jene aussieht, die den Brexi	402	614	0	0.0
513652801	124551	https://www.ksta.de/region/oberberg-ks/500-kartons-kleidung-fuer-moldawien-kolpingfamilie-frielingsdorf-sucht-neuen-lagerplatz-31999560	https://www.ksta.de/image/31999556/2x1/300/150/4f17651cc0eae6c793b9b9f515b9a769/ue/71-143604505--null--06-02-2019-17-26-01-968-.jpg	125189	37e74f4b01230301	Kolping­fa­milie Frie­lings­dorf sucht neuen Lager­platz	Cirka 500 Kisten mit Klei­dung hat die Kolping­fa­milie Frie­lings­dorf gestern Morgen auf die Reise geschickt. Nach knapp zwei Stunden hatten die zehn Helfer mit Sack­karren die beiden Garagen des Deut­schen Roten Kreuzes, die im Lind­larer Orts­teil Sch	68	2211	3	0.0013568521031207597
513653353	124552	https://www.ksta.de/politik/bundesregierung-will-verteidigungsausgaben-weiter-erhoehen-31995896	https://www.ksta.de/image/31995894/2x1/300/150/affc8c901bfb588d7377982d09bf7776/Zv/urn-newsml-dpa-com-20090101-190206-99-869135-large-4-3.jpg	125190	fffe301000011bff	Bundes­re­gie­rung will Vertei­di­gungs­aus­gaben weiter erhöhen	– Trotz eines Milli­ar­den­lochs in der mittel­fris­tigen Finanz­pla­nung hat Deutsch­land der Nato eine weitere Erhö­hung der Vertei­di­gungs­aus­gaben zuge­sagt.In ihrem jähr­li­chen Stra­te­gie­be­richt verspricht die Bundes­re­gie­rung den Bünd­nis­pa	0	377	0	0.0
513653563	124553	https://www.ksta.de/nrw/keine-ermittlungen-gegen-staatsanwaelte-im-oelpellets-skandal-31999634	https://www.ksta.de/image/31999632/2x1/300/150/1f8994a4fbb1548f456507cf9cfa503a/XR/urn-newsml-dpa-com-20090101-190206-99-878637-large-4-3.jpg	125191	fffcc0808083ff3f	Keine Ermitt­lungen gegen Staats­an­wälte im Ölpel­let­s-S­kandal	Im Umwelts­kandal um illegal entsorgte Ölpel­lets aus der Gelsen­kir­chener BP-Raf­fi­nerie wird nicht gegen Bochumer Staats­an­wälte ermit­telt. Das hat die Gene­ral­staats­an­walt­schaft Hamm entschieden. Sie wies eine Beschwerde des Grünen-Orts­ver­ban	5	653	0	0.0
513654675	124554	https://www.ksta.de/region/leverkusen/leichlingen/afrikanische-schweinepest-krisenstab-probt-den-ausbruch-der-seuche-im-bergischen-land-31998778	https://www.ksta.de/image/31998776/2x1/300/150/9cf82694f6248d4496ed59eaba801c21/WS/uebung-schutzanzug.jpg	125192	7f73783c78f0f0c0	Krisen­stab probt den Ausbruch der Seuche im Bergi­schen Land	Menschen in Schutz­an­zügen, die einen Tier­ka­daver bergen und ein Krisen­stab, der parallel dazu im Kreis­haus tagt. Erneut hat die Kreis­ver­wal­tung jetzt den Ernst­fall für einen Ausbruch der Afri­ka­ni­schen Schwei­ne­pest bei Wild­schweinen in der 	416	1731	1	0.0005777007510109763
513654996	124556	https://www.ksta.de/panorama/gabi-bauer-verlaesst-das--nachtmagazin--31999726	https://www.ksta.de/image/31999724/2x1/300/150/b0272c13b10cbbdf9dfe254d4f7234a0/lO/urn-newsml-dpa-com-20090101-190206-99-878975-large-4-3.jpg	125194	cfc7c7e7ecfce4c4	Gabi Bauer verlässt das „Nacht­ma­gazin”	TV-Mo­de­ra­torin Gabi Bauer (56) verlässt nach 13 Jahren das „Nacht­ma­gazin” im Ersten.Sie werde künftig als Redak­teurin und Autorin im Programm­be­reich Kultur und Doku­men­ta­tion des Nord­deut­schen Rund­funks (NDR) arbeiten und sich vor allem auf l	1110	86663	485	0.005596390616526084
513655081	124557	https://www.ksta.de/wirtschaft/anwohner-fuerchten-mehr-laerm-flughafen-koeln-bonn-will-frachtafvertigung-verdoppeln-31999666	https://www.ksta.de/image/31999730/2x1/300/150/69d8b2bf86d16bb4369c7bd409790821/Du/frachtfluege-koelnbonn.jpg	125195	0103074f7fff7fbf	Flug­hafen Köln/Bonn will Frach­t­ab­fer­ti­gung verdop­peln	In Köln/Bonn sollen nach den Plänen des Flug­ha­fen­chefs Johan Vanneste bald deut­lich mehr Fracht­flug­zeuge starten und landen. „Die stra­te­gi­sche Ausrich­tung des Airports hat zum Ziel, das Fracht­vo­lumen von 838.000 Tonnen im Jahr 2017 auf 1,5 Mil	3986	1780	10	0.0056179775280898875
513655116	124558	https://www.ksta.de/region/oberberg-ks/alkohol-im-karneval-wipperfuerther-netzwerk-setzt-sich-fuer-suchtpraevention-ein-31999552	https://www.ksta.de/image/31999544/2x1/300/150/970f1f4216656b5cc3003facab591310/KN/71-143618060--null--06-02-2019-17-25-29-302-.jpg	125196	202626a70e1f1c98	Wipper­für­ther Netz­werk setzt sich für Sucht­prä­ven­tion ein	Beson­ders in der bald begin­nenden heißen Phase des Karne­vals ist Alkohol ein Thema, auch und gerade beson­ders bei Jugend­li­chen, die teil­weise keine oder nur wenig Erfah­rung im Umgang mit Alkohol haben und die mögli­chen Gefahren oft nicht richtig 	80	1210	2	0.001652892561983471
513656372	124559	https://www.ksta.de/politik/wegen-einstufung-als--prueffall--afd-verklagt-verfassungsschutz-31999760	https://www.ksta.de/image/31999814/2x1/300/150/a970c0ae0e1e251315a31f90e77b0112/vg/afd-anhaenger.jpg	125197	04de5e1c1c2e3800	AfD verklagt Verfas­sungs­schutz	Die AfD will dem Bundesamt für Verfas­sungs­schutz vom Land­ge­richt Köln verbieten lassen, sie öffent­lich einen „Prüf­fall“ zu nennen. Das bestä­tigte ein Spre­cher der Partei der Deut­schen Pres­se-A­gentur am Mitt­woch. (dpa)	945	231	0	0.0
513657221	124560	https://www.ksta.de/politik/trotz-finanzloch-bundesregierung-sagt-nato-hoehere-verteidigungsausgaben-zu-31999502	https://www.ksta.de/image/31999732/2x1/300/150/b65884b068bb2009ed06232bf97764fe/CN/ursula-von-der-leyen-am-flughafen-tegel.jpg	125198	9f8389080c1c1c1c	Bundes­re­gie­rung sagt Nato höhere Vertei­di­gungs­aus­gaben zu	Trotz eines Milli­ar­den­lochs in der mittel­fris­tigen Finanz­pla­nung hat Deutsch­land der Nato eine weitere Erhö­hung der Vertei­di­gungs­aus­gaben zuge­sagt. In ihrem jähr­li­chen Stra­te­gie­be­richt verspricht die Bundes­re­gie­rung den Bünd­nis­par	157	693	0	0.0
513657747	124561	https://www.ksta.de/sport/fussball/rb-leipzig-im-pokal-erstmal-ohne-werner---stammkeeper-fit-31999882	https://www.ksta.de/image/31999880/2x1/300/150/d587d52e5d4d9973d16ebef7c9630e9e/he/urn-newsml-dpa-com-20090101-190206-99-879127-large-4-3.jpg	125199	0410bafe7cfc1800	RB Leipzig im Pokal erstmal ohne Werner - Stamm­keeper fit	RB Leipzig tritt ohne Torjäger Timo Werner im Achtel­fi­nale des DFB-Po­kals gegen den VfL Wolfs­burg an. Der 22 Jahre alte Natio­nal­stürmer fehlte zuletzt schon in der Fußball-Bun­des­liga beim 3:0-Sieg gegen Hannover 96 wegen einer Grippe.Für Werner wi	7	512	0	0.0
513658926	124562	https://www.ksta.de/region/oberberg-ks/abc-alarm-in-oberberg-gleich-zwei-gefahrgut-einsaetze-in-kurzer-zeit-31999928	https://www.ksta.de/image/31999924/2x1/300/150/33997621e5935009fd1131d2dfa99e35/bc/71-143615313--null--06-02-2019-18-18-03-528-.jpg	125200	f1fac4c081131ff3	Gleich zwei Gefahr­gut-Ein­sätze in kurzer Zeit	Binnen kurzer Zeit sind die Feuer­wehren von Gummers­bach und Bergneu­stadt am Mitt­wo­ch­vor­mittag zu Gefahr­gu­te­in­sätzen gerufen worden. An der Sonnen­straße in Nieder­seßmar war Ammo­niak­lö­sung frei­ge­setzt worden, im benach­barten Derschlag tra	155	1286	2	0.0015552099533437014
513660041	124563	https://www.ksta.de/sport/fussball/dynamo-dresden-verleiht-sascha-horvath-nach-innsbruck-31999898	https://www.ksta.de/image/31999896/2x1/300/150/259eb791f7a772bc2c19e88264a9322b/Xb/urn-newsml-dpa-com-20090101-190206-99-879182-large-4-3.jpg	125201	87eb090c78781f1b	Dynamo Dresden verleiht Sascha Horvath nach Inns­bruck	Mittel­feld­spieler Sascha Horvath verlässt den Fußball-Zweit­li­gisten SG Dynamo Dresden und wech­selt auf Leih­basis bis Saison­ende zum FC Wacker Inns­bruck, gab Dynamo bekannt. Der öster­rei­chi­sche Junio­ren-Na­tio­nal­spieler wech­selte im Juli 201	6	508	0	0.0
513660320	124564	https://www.ksta.de/koeln/koelner-karneval-dreigestirn-von-kardinal-woelki-im-erzbistum-empfangen-31999990	https://www.ksta.de/image/32000018/2x1/300/150/ca4eceffccf394fce2fc2aef6ef76ef4/BW/20190206-ths-dreigestirn-05.jpg	125202	03034c6e7e4c6d49	Drei­ge­stirn von Kardinal Woelki im Erzbistum empfangen	„Alle Jahre wieder. Schön, dass Sie alle da sind“, sagte Kölner Erzbi­schof Rainer Maria Kardinal Woelki als er am Mitt­wochnach­mittag das Kölner Drei­ge­stirn und den Vorstand des Fest­ko­mitee im Erzbi­schöf­li­chen Haus empfing. Nach einem Foto­termin	1038	3124	17	0.005441741357234315
513660506	124565	https://www.ksta.de/region/oberberg-ks/wadbroeler-geraet-in-gegenverkehr-drei-verletzte-bei-kollision-in-ruppichteroth-31999986	https://www.ksta.de/image/31999984/2x1/300/150/5180e5d050c523906ae42a8cea9bd030/Th/71-143623073--null--06-02-2019-18-27-38-496-.jpg	125203	0e0c001c3c3e0f1b	Drei Verletzte bei Kolli­sion in Ruppich­te­roth	Bei einem Fron­tal­zu­sam­men­stoß auf der Bröl­straße in Ruppich­te­roth zwischen Burg- und Pfarr­gasse sind am Montag­abend drei Menschen verletzt worden. Ein 39 Jahre alter Auto­fahrer aus Wald­bröl war mit seinem VW Tiguan in Rich­tung Wald­bröl unter	153	1437	4	0.0027835768963117608
513113572	124566	https://www.ksta.de/sport/fussball/keine-auswaertstorregel-mehr---uefa-beraet-ueber-abschaffung-31991428	https://www.ksta.de/image/31991526/2x1/300/150/8f0953f901d3ec5182e81bd0ac156b42/Qv/championsleague.jpg	125204	3c3d7d40c3c70604	Uefa berät über Abschaf­fung	Die Auswärts­tor­regel in den euro­päi­schen Fußball­wett­be­werben steht auf der Kippe. Am Mitt­woch trifft sich das Exeku­tiv­ko­mitee der Uefa rund um DFB-Prä­si­dent Rein­hard Grindel in Rom, um über eine mögliche Ände­rung zu disku­tieren. Jedoch geh	462	133	0	0.0
513661062	124567	https://www.ksta.de/nrw/polizei-fasst-einbrecher--ueber-hunderttausend-euro-schaden-31999860	https://www.ksta.de/image/31999858/2x1/300/150/3808ad73c04471b4a7b2ccac28102233/bK/urn-newsml-dpa-com-20090101-190206-99-879013-large-4-3.jpg	125205	0f0f270703050973	Polizei fasst Einbre­cher: Über Hundert­tau­send Euro Schaden	Sie sollen mehr als 30 Einbrüche in Nord­rhein-West­falen verübt haben - jetzt hat die Polizei nach mehr­mo­na­tigen Ermitt­lungen die Bande geschnappt. Die Tatorte lagen unter anderem im Rhei­nisch-Ber­gi­schen Kreis sowie in Köln, Neuss und Aachen, wie 	6	420	0	0.0
513661884	124569	https://www.ksta.de/region/oberberg-ks/jahrelanger-streit-nachbarn-trafen-sich-vor-gericht---84-jaehriger-verurteilt-31999962	https://www.ksta.de/image/23887788/2x1/300/150/4cba2f38a99c116475c56c48f1078aaa/aV/dpa-symbolbild-justitia.jpg	125207	ffdfdedfd0c08000	Nach­barn trafen sich vor Gericht – 84-jäh­riger verur­teilt	Im Straf­pro­zess im Rahmen eines Nach­bar­schaftss­treites wurde ein 84-jäh­riger Nümbrechter vor dem Amts­ge­richt Wald­bröl wegen Sach­be­schä­di­gung und Belei­di­gung zu einer Geld­strafe verur­teilt. Die Anklage lautete auf mehr­fache Sach­be­schä­d	912	74017	355	0.004796195468608563
513662477	124570	https://www.ksta.de/panorama/pillenpackungen-bei-den-insassen-arzt-soll-an-nrw-abschiebehaeftlinge-in-gedealt-haben-31999550	https://www.ksta.de/image/31999580/2x1/300/150/ef27d870b3732a0bfe4ccf1157ab3eca/IM/bueren.jpg	125208	dec0e0f0f8fc5e7e	Arzt soll an NRW-Ab­schie­be­häft­linge gedealt haben	Der Medi­ziner der Abschie­be­ein­rich­tung des Landes NRW in Büren (Ostwest­falen) ist wegen schwer­wie­gender Vorwürfe von seinem Posten suspen­diert worden. NRW-In­te­gra­ti­ons­mi­nister Joachim Stamp (FDP) erklärte am Mitt­woch in Düssel­dorf, bei ei	1321	3451	12	0.0034772529701535787
513662614	124571	https://www.ksta.de/sport/fussball/trauer-um-schalke-legende-medienbericht--rudi-assauer-ist-tot-32000040	https://www.ksta.de/image/32000104/2x1/300/150/fb4ea9499765ebc07f6e6e9749e0e70b/Hv/rudi-assauer.jpg	125209	8f87a78f8f0f4f4e	Rudi Assauer ist tot – Schwei­ge­mi­nute auf Schalke	Er war ein legen­därer Fußball-Ma­nager, Ex-Profi und viel­leicht der letzte Macho der Bundes­liga: Rudi Assauer ist im Alter von 74 Jahren gestorben. „Bunte“ hatte zuerst berichtet. Der lang­jäh­rige Manager von Schalke 04 lebte in den vergan­genen Jahre	6172	10864	45	0.004142120765832106
513662985	124572	https://www.ksta.de/sport/bayer04/bayer-04-will-pleite-abhaken-die-ruhe-nach-dem-shitstorm-31998844	https://www.ksta.de/image/31998890/2x1/300/150/a8a9920767f7c4642d30fdd21356285f/FB/volland-heidenheim.jpg	125210	0000020e071d5edf	Die Ruhe nach dem Shits­torm	Frank Schmidt wollte am Diens­tag­abend, nach dem 2:1-Er­folg und der Demü­ti­gung von Bayer 04 Lever­kusen, mit seinen Hunden noch eine Runde Gassi gehen. „Zum Runter­kommen“, wie der glück­liche und stolze Trainer des Zweit­li­gisten Heiden­heim nach de	1883	1382	3	0.002170767004341534
513663348	124573	https://www.ksta.de/sport/bayer04/kommentar-zu-bayer-04-die-spieler-sind-in-der-bringschuld-32000126	https://www.ksta.de/image/32000140/2x1/300/150/869306142bd42f740306035eb0127eab/nT/baumi-heidenheim.jpg	125211	00001a1838faffff	Die Spieler sind in der Bring­schuld	Inner­halb von 80 Stunden zeigte Bayer 04 zwei Gesichter, wie sie verschie­dener nicht sein könnten. Ein beein­dru­ckend aggres­sives beim 3:1 gegen den FC Bayern, als der Werk­self alles zu gelingen schien. Wo alle Rädchen – vom aufmerksam vertei­di­gend	1377	693	3	0.004329004329004329
513663929	124574	https://www.ksta.de/sport/1-fc-koeln/1--fc-koeln-respekt-vor-st--pauli-und-dem-fussballgott-32000158	https://www.ksta.de/image/32000176/2x1/300/150/dd9b1e36668b376e22ffbe9529a6ecc4/hX/alex-meier.jpg	125212	00000244c3e3fbff	Respekt vor St. Pauli und dem Fußball­gott	1,96 Meter groß, schul­ter­lange Haare, die meist zu einem Dutt zusam­men­ge­bunden sind und eine hünen­hafte Statur: So sieht also der „Fuß­ball­gott“ aus.Alex­ander Meier, 36, seit  einem Monat beim FC St. Pauli unter Vertrag, hatte diesen Spitz­namen e	4192	448	0	0.0
513664160	124575	https://www.ksta.de/koeln/spitzenamt-in-koeln-reker-bremst-spd-kandidatin-fuer-schuldezernat-aus-32000160	https://www.ksta.de/image/31962376/2x1/300/150/13a3f3be07db2ee6e686069ed2d3b375/lL/henriette-reker-181214.jpg	125213	cfcfc78787c7c783	Reker bremst SPD-Kan­di­datin für Schul­de­zernat aus	Ober­bür­ger­meis­terin Henri­ette Reker hat dem Stadtrat am Mitt­woch  empfohlen, das Verfahren zur Findung einer neuen Schul­de­zer­nentin neu aufzu­setzen. Aufgrund des Eindrucks durch  Medien­be­richte, dass sich eine Frak­tion bereits auf eine Bewer­	8779	84786	461	0.00543721840869955
